event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
YEM96581,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Al Bahja Tribal Militia (Yemen)",,"Identity militia","Unidentified Tribal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,Shabwah,"Merkhah Al Ulya",,Naqqaq,14.5160,45.9951,1,"Aden al Ghad; Al Harf 28; Al Masdar; Al Mashhad Al Yemeni - Pro-IRG",National,"On 5 February 2025, armed clashes erupted between Al Bahja tribe and an unidentified tribe in Naqqaq (Merkhah Al Ulya, Shabwah). The clash resulted in the killing of 1 tribesman of Al Bahja. The reason behind the clashes was tribal revenge.",1,,1762291988,4242,6742,9609,9609
YEM96608,2025-02-05,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","Civilians (Yemen)","Prisoners (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Marib,"Marib City",,Marib,15.4610,45.3253,3,"Khabar News Agency (Yemen)",National,"On 5 February 2025, IRG forces tortured and killed 1 prisoner in a prison in Marib governorate (coded to governorate center Marib City). The prisoner died a few hours after he was abducted. The reason behind the abduction was not reported.",1,,1770676350,15557,25990,39024,39024
SYR140337,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,Menbij,"Abu Qalqal","Kherbet Zamala",36.3380,38.1599,1,SOHR,Other,"On 5 February 2025, Turkish warplanes conducted airstrikes targeting Kherbet Zamala town in Aleppo countryside. Casualties unknown.",0,,1770676302,1506,1849,2466,2466
SYR140338,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,Sarin,36.5859,38.3009,2,SOHR,Other,"On 5 February 2025, Turkish warplanes conducted airstrikes targeting the vicinity of Sarin town in Aleppo countryside. Casualties unknown.",0,,1759187423,4774,16277,18283,18283
SYR140550,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer",Aboush,36.7488,40.3826,1,SOHR,Other,"On 5 February 2025, Turkish forces shelled Aboush town in Al Hasakeh countryside with heavy artillery. Casualties unknown.",0,,1759187423,216,272,354,354
PSE67332,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Israeli Defense Forces; Palestinian Ministry of Health; Quds News Network; Twitter","Other-New media","On 5 February 2025, an Israeli drone dropped a bomb east of Shokat as Sufi (Rafah, Gaza Strip), resulting in a residential home burning. Casualties unknown. The IDF claimed that they targeted possible suspects [likely in this location]. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2024. [Palestinian Ministry of Health reported 15 fatalities between 4 - 6 February 2025. 10 fatalities not attributed to specific events split across 2 events on 5 February. 5 fatalities coded to this event.]",5,,1753956656,13287,17890,17979,17979
PSE67376,2025-02-05,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Abasan al Kabirah",31.3191,34.3401,2,"Palestine News and Information Agency",National,"On 5 February 2025, Israeli forces opened fire at a group of people east of Khan Yunis governorate, coded to Abasan al Kabirah (Khan Yunis, Gaza Strip), resulting in three men killed. The IDF claimed that they targeted possible suspects. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2024.",3,,1753956656,9297,24803,24803,24803
SYR140346,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","QSD: Syrian Democratic Forces",,"Rebel group","Military Forces of Turkey (2016-)",,"External/Other forces","Rebel group-External/Other forces",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer",Manakh,36.7244,40.3758,1,SOHR,Other,"On 5 February 2025, QSD forces targeted a Turkish military base in Manakh town in Al Hasakeh countryside with drones and rockets. Casualties unknown.",0,,1759187423,47,64,69,69
SYR140356,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Syria (2024-)","Military Forces of Turkey (2016-)","State forces","QSD: Syrian Democratic Forces",,"Rebel group","State forces-Rebel group",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Sad Tishreen",36.3814,38.1833,2,"Alkhabour; SHAAM; SOHR",Other-National,"On 5 February 2025, clashes took place between the Syrian army and QSD forces on Sad Tishreen axis in Aleppo countryside, in conjunction with Turkish warplanes targeting QSD positions in the same vicinity. Casualties unknown.",0,,1759187423,2417,6144,15446,15446
PSE67331,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.2870,34.2595,1,"Liveuamap; Palestine News and Information Agency","Local partner-New media","On 5 February 2025, an Israeli drone struck a target in Rafah City (Rafah, Gaza Strip). Casualties unknown. Also, artillery opened fire close to Midan Al Odeh in the centre of Rafah City, resulting in one child being killed. The IDF claimed that they targeted possible suspects. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2024.",1,,1762829569,18273,22349,25077,25077
SYR140505,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,Azaz,Nabul,"Zuq al Kabir",36.3386,36.9568,1,SOHR,Other,"On 5 February 2025, a landmine from previous clashes planted by unknown gunmen exploded in Zuq al Kabir town in Aleppo countryside, seriously injuring two children. There were no fatalities.",0,,1762291933,449,660,749,749
SYR140532,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Military Forces of Syria (2024-)",,"State forces","State forces-Political militia",,760,"Middle East",Syria,Homs,Homs,Qaryatein,"Tiyas - Airbase",34.5177,37.6319,2,"Badia 24; SOHR",Other-National,"On 5 February 2025, a Syrian army vehicle entered a minefield planted by unknown gunmen near Tiyas - Airbase in Homs countryside, which resulted in explosions, killing 2 members, and disabling the vehicle. 2 fatalities.",2,,1762291933,13,801,1437,1437
YEM96604,2025-02-05,2025,2,"Political violence","Violence against civilians",Attack,"Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Judges (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Amran,"Al Qaflah",,"Al Qaflah",16.3190,43.7679,1,"Khabar News Agency (Yemen)",National,"Around 5 February 2025 (week of), Houthi forces shot and killed 1 judge/activist in front of his house in Al Qaflah (Al Qaflah, Amran). The reason behind the attack was not reported.",1,,1754563409,12158,17747,21434,21434
PSE67333,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,"Al Junainah",31.2642,34.2636,1,"Ma'an News Agency; Palestinian Ministry of Health",Other-National,"On 5 February 2025, an Israeli drone [Quadcopter] opened fire close to Abad Al Rahman Mosque in Al Junainah neighbourhood (Rafah, Gaza Strip), resulting in a residential home burning. Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2024. [Palestinian Ministry of Health reported 15 fatalities between 4 - 6 February 2025. 10 fatalities not attributed to specific events split across 2 events on 5 February. 5 fatalities coded to this event.]",5,,1753956656,12789,26048,26048,26048
SYR140352,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,"Rebel group","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Kisreh,Mhemideh,35.4429,40.0862,2,"Al Naba; SHAAM; SOHR; Twitter","Other-New media","On 5 February 2025, ISIL members attacked QSD members on Abu Khashab-Mhemideh road in Deir ez Zor countryside with machine guns, killing one QSD member and wounding another. 1 fatality.",1,,1759187423,1262,2041,2558,2558
PSE67369,2025-02-05,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,"Fawwar Camp",31.4789,35.0659,1,"Quds News Network",National,"On 5 February 2025, Israeli forces fired bullets and tear gas canisters at Palestinians at the entrance of the Fawwar Camp (Hebron, West Bank). There were no casualties.",0,,1753956656,3804,7807,14980,7807
SYR140439,2025-02-05,2025,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Homs,"Al Qusayr","Al Qusayr","Al Qusayr",34.5078,36.5803,2,SOHR,Other,"Around 5 February 2025 (week of), a young man's body with gunshot marks was found in Al Qusayr area in Homs countryside, killed by unknown gunmen after they raided his town few days ago. 1 fatality.",1,,1762291933,17097,28687,30155,30155
SYR140347,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","QSD: Syrian Democratic Forces",,"Rebel group","Military Forces of Turkey (2016-)",,"External/Other forces","Rebel group-External/Other forces",,760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Tell Abiad","Tell Abiad",36.6978,38.9548,2,SOHR,Other,"On 5 February 2025, QSD forces targeted a Turkish military base in Al-Salehiyeh town in Ar Raqqa countryside, coded to Tell Abiad, with drones and rockets. Casualties unknown.",0,,1759187423,11842,18828,22002,22002
IRQ62490,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Unidentified Tribal Militia (Iraq)",,"Identity militia","Unidentified Tribal Militia (Iraq)",,"Identity militia","Identity militia-Identity militia",,368,"Middle East",Iraq,Maysan,"Al Kahla","Beni Hasheem","Hawr Al Huwayzah",31.6327,47.7302,2,"Al Sumaria TV; Baghdad Today; National Iraqi News Agency; Shafaaq News",National,"On 5 February 2025, gunmen from two unidentified tribes clashed in Al Abyad village next to Hawr Al Huwayzah (coded as Hawr Al Huwayzah, Maysan), using light weapons, after a dispute between neighbors over irrigation water. 2 participants of the clash were killed and 3 were injured. Joint security forces (army and police) imposed a security cordon closing the village in order to stop the clash and prevent its escalation into a tribal conflict. The security forces pursued some of the participants of the clash. 3 injured, 2 fatalities.",2,,1747779251,0,0,1,1
YEM96593,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Bab Ghaliq",13.9250,44.6493,2,"Khabar News Agency (Yemen); Mareb Press",National,"On 5 February 2025, at 6 pm Sanaa time, IRG forces clashed with Houthi forces and 'thwarted their attack' in the Bab Ghaliq sector (Qaatabah, Ad Dali). Houthi forces used artillery, mortar shells, and drones in their attack. The clash lasted 3 hours and resulted in 'large human and material losses' among Houthis and the killing of 1 and injury of 3 IRG soldiers. Unclear fatalities coded as 10 on Houthi side. Total fatalities coded as 11.",11,,1770676350,561,1197,1590,1590
IRQ62480,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Dereluk,37.0560,43.6519,2,"ANF News; ROJ News",Regional-International,"On 5 February 2025, Turkish army helicopters carried out airstrikes targeting the Dereluk area of Al Amadiya district, Duhok. Casualties unknown.",0,,1753954492,8820,13910,15921,15921
YEM103995,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades","Giants Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Hazm Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Support and Reinforcement Brigades; Police Forces of Yemen (2022-2026) Presidential Leadership Council - STC Security Belt Forces; Southern Resistance","State forces","State forces-State forces",,887,"Middle East",Yemen,Lahij,"Al Musaymir",,"Habil Hanash",13.5205,44.4333,2,"Undisclosed Source","Local partner-Other","On 5 February 2025, Houthi forces clashed with the STC 13th Saiqa Brigade, Southern Resistance forces, Security Belt forces, 5th Support and Reinforcement Brigades, 2nd Hazm Brigade, and the 2nd Giants Brigade in Habil Hanash front (Al Musaymir, Lahij). The clash resulted in the injury of 2 Houthi fighters.",0,,1770676302,48,211,1090,1090
YEM96592,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - 30th Armored Brigade","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades; Police Forces of Yemen (2022-2026) Presidential Leadership Council - Special Security Forces; Police Forces of Yemen (2022-2026) Presidential Leadership Council - STC Security Belt Forces","State forces","State forces-State forces",,887,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Jabal Murays",13.9667,44.6833,2,"Khabar News Agency (Yemen); Undisclosed Source","Local partner-Other","On 5 February 2025, at 6 pm Sanaa time, IRG 30th Armored Brigade, STC Security Belt Forces, 5th Special Security Forces Brigade, 14th Saiqa Brigade, 2nd Commando Brigade (coded as STC generic forces), and affiliated Salafist forces clashed with Houthi forces and 'thwarted their attack' in the Murays front (coded to Jabal Murays) (Qaatabah, Ad Dali). Houthi forces used artillery, mortar shells, and drones in their attack. The clash resulted in the killing of 3 and the injury of 5 Houthi fighters and the killing of 2 and the injury of 4 IRG soldiers.",5,,1770676350,788,1512,4845,4845
